"TIME","GEO","UNIT","LANDCOVER","Value","Flag and Footnotes"
"2012","Toscana","Percentage","Artificial land","6",""
"2009","Toscana","Percentage","Artificial land","5.9",""
"2018","Umbria","Percentage","Artificial land","5.2",""
"2015","Umbria","Percentage","Artificial land","5",""
"2012","Umbria","Percentage","Artificial land","4.6",""
"2009","Umbria","Percentage","Artificial land","4.4",""
"2018","Marche","Percentage","Artificial land","7.2",""
"2015","Marche","Percentage","Artificial land","6.5",""
"2012","Marche","Percentage","Artificial land","6.3",""
"2009","Marche","Percentage","Artificial land","5.9",""
"2018","Lazio","Percentage","Artificial land","7.7",""
"2015","Lazio","Percentage","Artificial land","7.9",""
"2012","Lazio","Percentage","Artificial land","7.8",""
"2009","Lazio","Percentage","Artificial land","7.7",""
"2018","Sud","Percentage","Artificial land","6.3",""
"2015","Sud","Percentage","Artificial land","6.6",""
"2012","Sud","Percentage","Artificial land","6.4",""
"2009","Sud","Percentage","Artificial land","6.2",""
"2018","Abruzzo","Percentage","Artificial land","5.1",""
"2015","Abruzzo","Percentage","Artificial land","5",""
"2012","Abruzzo","Percentage","Artificial land","4.9",""
"2009","Abruzzo","Percentage","Artificial land","4.8",""
"2018","Molise","Percentage","Artificial land","4.3","u"
"2015","Molise","Percentage","Artificial land","2.5",""
"2012","Molise","Percentage","Artificial land","2.2",""
"2009","Molise","Percentage","Artificial land","1.9",""
"2018","Campania","Percentage","Artificial land","10.4",""
"2015","Campania","Percentage","Artificial land","10.8",""
"2012","Campania","Percentage","Artificial land","10.7",""
"2009","Campania","Percentage","Artificial land","10.5",""
"2018","Puglia","Percentage","Artificial land","6.7",""
"2015","Puglia","Percentage","Artificial land","7.7",""
"2012","Puglia","Percentage","Artificial land","7.4",""
"2009","Puglia","Percentage","Artificial land","7.1",""
"2018","Basilicata","Percentage","Artificial land","3.5",""
"2015","Basilicata","Percentage","Artificial land","3.6",""
"2012","Basilicata","Percentage","Artificial land","3.5",""
"2009","Basilicata","Percentage","Artificial land","3.1",""
"2018","Calabria","Percentage","Artificial land","5.4",""
"2015","Calabria","Percentage","Artificial land","5.7",""
"2012","Calabria","Percentage","Artificial land","5.6",""
"2009","Calabria","Percentage","Artificial land","5.4",""
"2018","Isole","Percentage","Artificial land","4.9",""
"2015","Isole","Percentage","Artificial land","5.6",""
"2012","Isole","Percentage","Artificial land","5.5",""
"2009","Isole","Percentage","Artificial land","5.3",""
"2018","Sicilia","Percentage","Artificial land","5.7",""
"2015","Sicilia","Percentage","Artificial land","7.2",""
"2012","Sicilia","Percentage","Artificial land","6.9",""
"2009","Sicilia","Percentage","Artificial land","6.7",""
"2018","Sardegna","Percentage","Artificial land","4.1",""
"2015","Sardegna","Percentage","Artificial land","4",""
"2012","Sardegna","Percentage","Artificial land","3.9",""
"2009","Sardegna","Percentage","Artificial land","3.7",""
"2018","Cyprus","Percentage","Artificial land","6.2",""
"2015","Cyprus","Percentage","Artificial land","5.4",""
"2012","Cyprus","Percentage","Artificial land","5.1",""
"2009","Cyprus","Percentage","Artificial land",":",""
"2018","Kypros","Percentage","Artificial land","6.2",""
"2015","Kypros","Percentage","Artificial land","5.4",""
"2012","Kypros","Percentage","Artificial land","5.1",""
"2009","Kypros","Percentage","Artificial land",":",""
"2018","Kypros","Percentage","Artificial land","6.2",""
"2015","Kypros","Percentage","Artificial land","5.4",""
"2012","Kypros","Percentage","Artificial land","5.1",""
"2009","Kypros","Percentage","Artificial land",":",""
"2018","Latvia","Percentage","Artificial land","1.7",""
"2015","Latvia","Percentage","Artificial land","1.6",""
"2012","Latvia","Percentage","Artificial land","1.6",""
"2009","Latvia","Percentage","Artificial land","1.5",""
"2018","Latvija","Percentage","Artificial land","1.7",""
"2015","Latvija","Percentage","Artificial land","1.6",""
"2012","Latvija","Percentage","Artificial land","1.6",""
"2009","Latvija","Percentage","Artificial land","1.5",""
"2018","Latvija","Percentage","Artificial land","1.7",""
"2015","Latvija","Percentage","Artificial land","1.6",""
"2012","Latvija","Percentage","Artificial land","1.6",""
"2009","Latvija","Percentage","Artificial land","1.5",""
"2018","Lithuania","Percentage","Artificial land","2.1",""
"2015","Lithuania","Percentage","Artificial land","2.8",""
"2012","Lithuania","Percentage","Artificial land","2.7",""
"2009","Lithuania","Percentage","Artificial land","2.6",""
"2018","Lietuva","Percentage","Artificial land","2.1",""
"2015","Lietuva","Percentage","Artificial land","2.8",""
"2012","Lietuva","Percentage","Artificial land","2.7",""
"2009","Lietuva","Percentage","Artificial land","2.6",""
"2018","Sostines regionas","Percentage","Artificial land","2.4",""
"2015","Sostines regionas","Percentage","Artificial land",":",""
"2012","Sostines regionas","Percentage","Artificial land",":",""
"2009","Sostines regionas","Percentage","Artificial land",":",""
"2018","Vidurio ir vakaru Lietuvos regionas","Percentage","Artificial land","2.1",""
"2015","Vidurio ir vakaru Lietuvos regionas","Percentage","Artificial land",":",""
"2012","Vidurio ir vakaru Lietuvos regionas","Percentage","Artificial land",":",""
"2009","Vidurio ir vakaru Lietuvos regionas","Percentage","Artificial land",":",""
"2018","Lietuva (NUTS 2013)","Percentage","Artificial land",":",""
"2015","Lietuva (NUTS 2013)","Percentage","Artificial land","2.8",""
"2012","Lietuva (NUTS 2013)","Percentage","Artificial land","2.7",""
"2009","Lietuva (NUTS 2013)","Percentage","Artificial land","2.6",""
"2018","Luxembourg","Percentage","Artificial land","7.4",""
"2015","Luxembourg","Percentage","Artificial land","9.8",""
"2012","Luxembourg","Percentage","Artificial land","9.7",""
"2009","Luxembourg","Percentage","Artificial land","8.9",""
"2018","Luxembourg","Percentage","Artificial land","7.4",""
"2015","Luxembourg","Percentage","Artificial land","9.8",""
"2012","Luxembourg","Percentage","Artificial land","9.7",""
"2009","Luxembourg","Percentage","Artificial land","8.9",""
"2018","Luxembourg","Percentage","Artificial land","7.4",""
"2015","Luxembourg","Percentage","Artificial land","9.8",""
"2012","Luxembourg","Percentage","Artificial land","9.7",""
"2009","Luxembourg","Percentage","Artificial land","8.9",""
"2018","Hungary","Percentage","Artificial land","4",""
"2015","Hungary","Percentage","Artificial land","4.1",""
"2012","Hungary","Percentage","Artificial land","3.8",""
"2009","Hungary","Percentage","Artificial land","3.6",""
"2018","Közép-Magyarország","Percentage","Artificial land","9.8",""
"2015","Közép-Magyarország","Percentage","Artificial land","10.1",""
"2012","Közép-Magyarország","Percentage","Artificial land","9.3",""
"2009","Közép-Magyarország","Percentage","Artificial land","8.8",""
"2018","Budapest","Percentage","Artificial land","56",""
"2015","Budapest","Percentage","Artificial land",":",""
"2012","Budapest","Percentage","Artificial land",":",""
"2009","Budapest","Percentage","Artificial land",":",""
"2018","Pest","Percentage","Artificial land","6",""
"2015","Pest","Percentage","Artificial land",":",""
"2012","Pest","Percentage","Artificial land",":",""
"2009","Pest","Percentage","Artificial land",":",""
"2018","Közép-Magyarország (NUTS 2013)","Percentage","Artificial land",":",""
"2015","Közép-Magyarország (NUTS 2013)","Percentage","Artificial land","10.1",""
"2012","Közép-Magyarország (NUTS 2013)","Percentage","Artificial land","9.3",""
"2009","Közép-Magyarország (NUTS 2013)","Percentage","Artificial land","8.8",""
"2018","Dunántúl","Percentage","Artificial land","3.7",""
"2015","Dunántúl","Percentage","Artificial land","3.8",""
"2012","Dunántúl","Percentage","Artificial land","3.5",""
"2009","Dunántúl","Percentage","Artificial land","3.2",""
"2018","Közép-Dunántúl","Percentage","Artificial land","4.4",""
"2015","Közép-Dunántúl","Percentage","Artificial land","4.3",""
"2012","Közép-Dunántúl","Percentage","Artificial land","4.1",""
"2009","Közép-Dunántúl","Percentage","Artificial land","4",""
"2018","Nyugat-Dunántúl","Percentage","Artificial land","4",""
"2015","Nyugat-Dunántúl","Percentage","Artificial land","3.5",""
"2012","Nyugat-Dunántúl","Percentage","Artificial land","3.1",""
"2009","Nyugat-Dunántúl","Percentage","Artificial land","2.9",""
"2018","Dél-Dunántúl","Percentage","Artificial land","2.9",""
"2015","Dél-Dunántúl","Percentage","Artificial land","3.7",""
"2012","Dél-Dunántúl","Percentage","Artificial land","3.2",""
"2009","Dél-Dunántúl","Percentage","Artificial land","3",""
"2018","Alföld és Észak","Percentage","Artificial land","3.5",""
"2015","Alföld és Észak","Percentage","Artificial land","3.5",""
"2012","Alföld és Észak","Percentage","Artificial land","3.3",""
"2009","Alföld és Észak","Percentage","Artificial land","3.1",""
"2018","Észak-Magyarország","Percentage","Artificial land","3",""
"2015","Észak-Magyarország","Percentage","Artificial land","3.3",""
"2012","Észak-Magyarország","Percentage","Artificial land","3",""
"2009","Észak-Magyarország","Percentage","Artificial land","2.9",""
"2018","Észak-Alföld","Percentage","Artificial land","4",""
"2015","Észak-Alföld","Percentage","Artificial land","3.6",""
"2012","Észak-Alföld","Percentage","Artificial land","3.3",""
"2009","Észak-Alföld","Percentage","Artificial land","3.2",""
"2018","Dél-Alföld","Percentage","Artificial land","3.3",""
"2015","Dél-Alföld","Percentage","Artificial land","3.4",""
"2012","Dél-Alföld","Percentage","Artificial land","3.4",""
"2009","Dél-Alföld","Percentage","Artificial land","3.3",""
"2018","Malta","Percentage","Artificial land","27.5",""
"2015","Malta","Percentage","Artificial land","23.7",""
"2012","Malta","Percentage","Artificial land","23.8",""
"2009","Malta","Percentage","Artificial land",":",""
"2018","Malta","Percentage","Artificial land","27.5",""
"2015","Malta","Percentage","Artificial land","23.7",""
"2012","Malta","Percentage","Artificial land","23.8",""
"2009","Malta","Percentage","Artificial land",":",""
"2018","Malta","Percentage","Artificial land","27.5",""
"2015","Malta","Percentage","Artificial land","23.7",""
"2012","Malta","Percentage","Artificial land","23.8",""
"2009","Malta","Percentage","Artificial land",":",""
"2018","Netherlands","Percentage","Artificial land","12.6",""
"2015","Netherlands","Percentage","Artificial land","12.1",""
"2012","Netherlands","Percentage","Artificial land","11.5",""
"2009","Netherlands","Percentage","Artificial land","10.8",""
"2018","Noord-Nederland","Percentage","Artificial land","6.6",""
"2015","Noord-Nederland","Percentage","Artificial land","7.6",""
"2012","Noord-Nederland","Percentage","Artificial land","7.2",""
"2009","Noord-Nederland","Percentage","Artificial land","6.7",""
"2018","Groningen","Percentage","Artificial land","9.1",""
"2015","Groningen","Percentage","Artificial land","11.8",""
"2012","Groningen","Percentage","Artificial land","11.2",""
"2009","Groningen","Percentage","Artificial land","10.9",""
"2018","Friesland (NL)","Percentage","Artificial land","5.2",""
"2015","Friesland (NL)","Percentage","Artificial land","4.2",""
"2012","Friesland (NL)","Percentage","Artificial land","4.1",""
"2009","Friesland (NL)","Percentage","Artificial land","4",""
"2018","Drenthe","Percentage","Artificial land","6.5",""
"2015","Drenthe","Percentage","Artificial land","8.9",""
"2012","Drenthe","Percentage","Artificial land","8",""
"2009","Drenthe","Percentage","Artificial land","7",""
"2018","Oost-Nederland","Percentage","Artificial land","9.6",""
"2015","Oost-Nederland","Percentage","Artificial land","9.9",""
"2012","Oost-Nederland","Percentage","Artificial land","9.4",""
"2009","Oost-Nederland","Percentage","Artificial land","8.9",""
"2018","Overijssel","Percentage","Artificial land","9.8",""
"2015","Overijssel","Percentage","Artificial land","10",""
"2012","Overijssel","Percentage","Artificial land","9.2",""
"2009","Overijssel","Percentage","Artificial land","8.9",""
"2018","Gelderland","Percentage","Artificial land","11.9",""
"2015","Gelderland","Percentage","Artificial land","11.2",""
"2012","Gelderland","Percentage","Artificial land","11",""
"2009","Gelderland","Percentage","Artificial land","10.6",""
"2018","Flevoland","Percentage","Artificial land","4.5",""
"2015","Flevoland","Percentage","Artificial land","6.7",""
"2012","Flevoland","Percentage","Artificial land","6.3",""
"2009","Flevoland","Percentage","Artificial land","5.5",""
"2018","West-Nederland","Percentage","Artificial land","17.9",""
"2015","West-Nederland","Percentage","Artificial land","16",""
"2012","West-Nederland","Percentage","Artificial land","14.7",""
"2009","West-Nederland","Percentage","Artificial land","13.8",""
"2018","Utrecht","Percentage","Artificial land","18.4",""
"2015","Utrecht","Percentage","Artificial land","15.8",""
"2012","Utrecht","Percentage","Artificial land","14.4",""
"2009","Utrecht","Percentage","Artificial land","13",""
"2018","Noord-Holland","Percentage","Artificial land","16.6",""
"2015","Noord-Holland","Percentage","Artificial land","15.6",""
"2012","Noord-Holland","Percentage","Artificial land","14.6",""
"2009","Noord-Holland","Percentage","Artificial land","13.7",""
"2018","Zuid-Holland","Percentage","Artificial land","23.5",""
"2015","Zuid-Holland","Percentage","Artificial land","21.3",""
"2012","Zuid-Holland","Percentage","Artificial land","20",""
"2009","Zuid-Holland","Percentage","Artificial land","18.9",""
"2018","Zeeland","Percentage","Artificial land","10.7",""
"2015","Zeeland","Percentage","Artificial land","7.9",""
"2012","Zeeland","Percentage","Artificial land","6.1",""
"2009","Zeeland","Percentage","Artificial land","6.2",""
"2018","Zuid-Nederland","Percentage","Artificial land","17.2",""
"2015","Zuid-Nederland","Percentage","Artificial land","16",""
"2012","Zuid-Nederland","Percentage","Artificial land","15.6",""
"2009","Zuid-Nederland","Percentage","Artificial land","14.7",""
"2018","Noord-Brabant","Percentage","Artificial land","17.1",""
"2015","Noord-Brabant","Percentage","Artificial land","16.2",""
"2012","Noord-Brabant","Percentage","Artificial land","15.9",""
"2009","Noord-Brabant","Percentage","Artificial land","15.3",""
"2018","Limburg (NL)","Percentage","Artificial land","17.5",""
"2015","Limburg (NL)","Percentage","Artificial land","15.5",""
"2012","Limburg (NL)","Percentage","Artificial land","14.9",""
"2009","Limburg (NL)","Percentage","Artificial land","13.4",""
"2018","Austria","Percentage","Artificial land","4.2",""
"2015","Austria","Percentage","Artificial land","4.3",""
"2012","Austria","Percentage","Artificial land","4.2",""
"2009","Austria","Percentage","Artificial land","3.9",""
"2018","Ostösterreich","Percentage","Artificial land","5",""
"2015","Ostösterreich","Percentage","Artificial land","4.9",""
"2012","Ostösterreich","Percentage","Artificial land","4.8",""
"2009","Ostösterreich","Percentage","Artificial land","4.5",""
"2018","Burgenland (AT)","Percentage","Artificial land","5.3",""
"2015","Burgenland (AT)","Percentage","Artificial land","5.1",""
"2012","Burgenland (AT)","Percentage","Artificial land","5.1",""
"2009","Burgenland (AT)","Percentage","Artificial land","5",""
"2018","Niederösterreich","Percentage","Artificial land","4.4",""
"2015","Niederösterreich","Percentage","Artificial land","4",""
"2012","Niederösterreich","Percentage","Artificial land","3.9",""
"2009","Niederösterreich","Percentage","Artificial land","3.8",""
"2018","Wien","Percentage","Artificial land","29.8",""
"2015","Wien","Percentage","Artificial land","42.3",""
"2012","Wien","Percentage","Artificial land","41.9",""
"2009","Wien","Percentage","Artificial land","36.4",""
"2018","Südösterreich","Percentage","Artificial land","3.6",""
"2015","Südösterreich","Percentage","Artificial land","3.8",""
"2012","Südösterreich","Percentage","Artificial land","3.7",""
"2009","Südösterreich","Percentage","Artificial land","3.5",""
"2018","Kärnten","Percentage","Artificial land","3.2",""
"2015","Kärnten","Percentage","Artificial land","2.8",""
"2012","Kärnten","Percentage","Artificial land","2.7",""
"2009","Kärnten","Percentage","Artificial land","2.4",""
"2018","Steiermark","Percentage","Artificial land","3.9",""
"2015","Steiermark","Percentage","Artificial land","4.4",""
"2012","Steiermark","Percentage","Artificial land","4.3",""
"2009","Steiermark","Percentage","Artificial land","4.1",""
"2018","Westösterreich","Percentage","Artificial land","4",""
"2015","Westösterreich","Percentage","Artificial land","4.2",""
"2012","Westösterreich","Percentage","Artificial land","4.1",""
"2009","Westösterreich","Percentage","Artificial land","3.8",""
"2018","Oberösterreich","Percentage","Artificial land","6.2",""
"2015","Oberösterreich","Percentage","Artificial land","6.3",""
"2012","Oberösterreich","Percentage","Artificial land","6",""
"2009","Oberösterreich","Percentage","Artificial land","5.7",""
"2018","Salzburg","Percentage","Artificial land","3.1",""
"2015","Salzburg","Percentage","Artificial land","3.8",""
"2012","Salzburg","Percentage","Artificial land","3.7",""
"2009","Salzburg","Percentage","Artificial land","3.3",""
"2018","Tirol","Percentage","Artificial land","2.3",""
"2015","Tirol","Percentage","Artificial land","2.3",""
"2012","Tirol","Percentage","Artificial land","2.2",""
"2009","Tirol","Percentage","Artificial land","2.1",""
"2018","Vorarlberg","Percentage","Artificial land","4.4",""
"2015","Vorarlberg","Percentage","Artificial land","5.6",""
"2012","Vorarlberg","Percentage","Artificial land","5.5",""
"2009","Vorarlberg","Percentage","Artificial land","5.2",""
"2018","Poland","Percentage","Artificial land","3.6",""
"2015","Poland","Percentage","Artificial land","3.5",""
"2012","Poland","Percentage","Artificial land","3.3",""
"2009","Poland","Percentage","Artificial land","3.2",""
"2018","Region Centralny (NUTS 2013)","Percentage","Artificial land",":",""
"2015","Region Centralny (NUTS 2013)","Percentage","Artificial land","4.3",""
"2012","Region Centralny (NUTS 2013)","Percentage","Artificial land","4.1",""
"2009","Region Centralny (NUTS 2013)","Percentage","Artificial land","4",""
"2018","Lódzkie (NUTS 2013)","Percentage","Artificial land",":",""
"2015","Lódzkie (NUTS 2013)","Percentage","Artificial land","5",""
"2012","Lódzkie (NUTS 2013)","Percentage","Artificial land","4.8",""
"2009","Lódzkie (NUTS 2013)","Percentage","Artificial land","4.6",""
"2018","Mazowieckie (NUTS 2013)","Percentage","Artificial land",":",""
"2015","Mazowieckie (NUTS 2013)","Percentage","Artificial land","3.9",""
"2012","Mazowieckie (NUTS 2013)","Percentage","Artificial land","3.8",""
"2009","Mazowieckie (NUTS 2013)","Percentage","Artificial land","3.7",""
"2018","Makroregion Poludniowy","Percentage","Artificial land","5.9",""
"2015","Makroregion Poludniowy","Percentage","Artificial land","6.6",""
"2012","Makroregion Poludniowy","Percentage","Artificial land","6.5",""
"2009","Makroregion Poludniowy","Percentage","Artificial land","6.5",""
"2018","Malopolskie","Percentage","Artificial land","4.2",""
"2015","Malopolskie","Percentage","Artificial land","4.9",""
"2012","Malopolskie","Percentage","Artificial land","4.7",""
"2009","Malopolskie","Percentage","Artificial land","4.7",""
"2018","Slaskie","Percentage","Artificial land","8.1",""
"2015","Slaskie","Percentage","Artificial land","8.7",""
"2012","Slaskie","Percentage","Artificial land","8.7",""
"2009","Slaskie","Percentage","Artificial land","8.7",""
"2018","Region Wschodni (NUTS 2013)","Percentage","Artificial land",":",""
"2015","Region Wschodni (NUTS 2013)","Percentage","Artificial land","3",""
"2012","Region Wschodni (NUTS 2013)","Percentage","Artificial land","2.8",""
"2009","Region Wschodni (NUTS 2013)","Percentage","Artificial land","2.7",""
"2018","Lubelskie (NUTS 2013)","Percentage","Artificial land",":",""
"2015","Lubelskie (NUTS 2013)","Percentage","Artificial land","2.7",""
"2012","Lubelskie (NUTS 2013)","Percentage","Artificial land","2.7",""
"2009","Lubelskie (NUTS 2013)","Percentage","Artificial land","2.7",""
"2018","Podkarpackie (NUTS 2013)","Percentage","Artificial land",":",""
"2015","Podkarpackie (NUTS 2013)","Percentage","Artificial land","3.3",""
"2012","Podkarpackie (NUTS 2013)","Percentage","Artificial land","3",""
"2009","Podkarpackie (NUTS 2013)","Percentage","Artificial land","3",""
"2018","Swietokrzyskie (NUTS 2013)","Percentage","Artificial land",":",""
"2015","Swietokrzyskie (NUTS 2013)","Percentage","Artificial land","3.7",""
"2012","Swietokrzyskie (NUTS 2013)","Percentage","Artificial land","3.3",""
"2009","Swietokrzyskie (NUTS 2013)","Percentage","Artificial land","3",""
"2018","Podlaskie (NUTS 2013)","Percentage","Artificial land",":",""
"2015","Podlaskie (NUTS 2013)","Percentage","Artificial land","2.6",""
"2012","Podlaskie (NUTS 2013)","Percentage","Artificial land","2.6",""
"2009","Podlaskie (NUTS 2013)","Percentage","Artificial land","2.5",""
"2018","Makroregion Pólnocno-Zachodni","Percentage","Artificial land","3.3",""
"2015","Makroregion Pólnocno-Zachodni","Percentage","Artificial land","2.9",""
"2012","Makroregion Pólnocno-Zachodni","Percentage","Artificial land","2.9",""
"2009","Makroregion Pólnocno-Zachodni","Percentage","Artificial land","2.7",""
"2018","Wielkopolskie","Percentage","Artificial land","4.1",""
"2015","Wielkopolskie","Percentage","Artificial land","3.9",""
"2012","Wielkopolskie","Percentage","Artificial land","3.8",""
"2009","Wielkopolskie","Percentage","Artificial land","3.6",""
"2018","Zachodniopomorskie","Percentage","Artificial land","2.4",""
"2015","Zachodniopomorskie","Percentage","Artificial land","2",""
"2012","Zachodniopomorskie","Percentage","Artificial land","2",""
"2009","Zachodniopomorskie","Percentage","Artificial land","1.9",""
"2018","Lubuskie","Percentage","Artificial land","2.8",""
"2015","Lubuskie","Percentage","Artificial land","2.3",""
"2012","Lubuskie","Percentage","Artificial land","2.2",""
"2009","Lubuskie","Percentage","Artificial land","2.2",""
"2018","Makroregion Poludniowo-Zachodni","Percentage","Artificial land","3.3",""
"2015","Makroregion Poludniowo-Zachodni","Percentage","Artificial land","3.3",""
"2012","Makroregion Poludniowo-Zachodni","Percentage","Artificial land","3.1",""
"2009","Makroregion Poludniowo-Zachodni","Percentage","Artificial land","3",""
"2018","Dolnoslaskie","Percentage","Artificial land","3.9",""
"2015","Dolnoslaskie","Percentage","Artificial land","3.5",""
"2012","Dolnoslaskie","Percentage","Artificial land","3.3",""
"2009","Dolnoslaskie","Percentage","Artificial land","3.2",""
"2018","Opolskie","Percentage","Artificial land","2.1",""
"2015","Opolskie","Percentage","Artificial land","2.8",""
"2012","Opolskie","Percentage","Artificial land","2.6",""
"2009","Opolskie","Percentage","Artificial land","2.4",""
"2018","Makroregion Pólnocny","Percentage","Artificial land","3.3",""
"2015","Makroregion Pólnocny","Percentage","Artificial land","2.5",""
"2012","Makroregion Pólnocny","Percentage","Artificial land","2.4",""
"2009","Makroregion Pólnocny","Percentage","Artificial land","2.3",""
"2018","Kujawsko-Pomorskie","Percentage","Artificial land","3.4",""
"2015","Kujawsko-Pomorskie","Percentage","Artificial land","2.8",""
"2012","Kujawsko-Pomorskie","Percentage","Artificial land","2.6",""
"2009","Kujawsko-Pomorskie","Percentage","Artificial land","2.4",""
"2018","Warminsko-Mazurskie","Percentage","Artificial land","3.1",""
"2015","Warminsko-Mazurskie","Percentage","Artificial land","2.2",""
"2012","Warminsko-Mazurskie","Percentage","Artificial land","2.2",""
"2009","Warminsko-Mazurskie","Percentage","Artificial land","2.1",""
"2018","Pomorskie","Percentage","Artificial land","3.4",""
"2015","Pomorskie","Percentage","Artificial land","2.5",""
"2012","Pomorskie","Percentage","Artificial land","2.4",""
"2009","Pomorskie","Percentage","Artificial land","2.5",""
"2018","Makroregion Centralny","Percentage","Artificial land","4",""
"2015","Makroregion Centralny","Percentage","Artificial land",":",""
"2012","Makroregion Centralny","Percentage","Artificial land",":",""
"2009","Makroregion Centralny","Percentage","Artificial land",":",""
"2018","Lódzkie","Percentage","Artificial land","4.2",""
"2015","Lódzkie","Percentage","Artificial land",":",""
"2012","Lódzkie","Percentage","Artificial land",":",""
"2009","Lódzkie","Percentage","Artificial land",":",""
"2018","Swietokrzyskie","Percentage","Artificial land","3.6",""
"2015","Swietokrzyskie","Percentage","Artificial land",":",""
"2012","Swietokrzyskie","Percentage","Artificial land",":",""
"2009","Swietokrzyskie","Percentage","Artificial land",":",""
"2018","Makroregion Wschodni","Percentage","Artificial land","2.9",""
"2015","Makroregion Wschodni","Percentage","Artificial land",":",""
"2012","Makroregion Wschodni","Percentage","Artificial land",":",""
"2009","Makroregion Wschodni","Percentage","Artificial land",":",""
"2018","Lubelskie","Percentage","Artificial land","2.6",""
"2015","Lubelskie","Percentage","Artificial land",":",""
"2012","Lubelskie","Percentage","Artificial land",":",""
"2009","Lubelskie","Percentage","Artificial land",":",""
"2018","Podkarpackie","Percentage","Artificial land","2.9",""
"2015","Podkarpackie","Percentage","Artificial land",":",""
"2012","Podkarpackie","Percentage","Artificial land",":",""
"2009","Podkarpackie","Percentage","Artificial land",":",""
"2018","Podlaskie","Percentage","Artificial land","3.1",""
"2015","Podlaskie","Percentage","Artificial land",":",""
"2012","Podlaskie","Percentage","Artificial land",":",""
"2009","Podlaskie","Percentage","Artificial land",":",""
"2018","Makroregion Województwo Mazowieckie","Percentage","Artificial land","4.2",""
"2015","Makroregion Województwo Mazowieckie","Percentage","Artificial land",":",""
"2012","Makroregion Województwo Mazowieckie","Percentage","Artificial land",":",""
"2009","Makroregion Województwo Mazowieckie","Percentage","Artificial land",":",""
"2018","Warszawski stoleczny","Percentage","Artificial land","9.8",""
"2015","Warszawski stoleczny","Percentage","Artificial land",":",""
"2012","Warszawski stoleczny","Percentage","Artificial land",":",""
"2009","Warszawski stoleczny","Percentage","Artificial land",":",""
"2018","Mazowiecki regionalny","Percentage","Artificial land","3",""
"2015","Mazowiecki regionalny","Percentage","Artificial land",":",""
"2012","Mazowiecki regionalny","Percentage","Artificial land",":",""
"2009","Mazowiecki regionalny","Percentage","Artificial land",":",""
"2018","Portugal","Percentage","Artificial land","6.4",""
"2015","Portugal","Percentage","Artificial land","5.3",""
"2012","Portugal","Percentage","Artificial land","5.2",""
"2009","Portugal","Percentage","Artificial land","5.1",""
"2018","Continente","Percentage","Artificial land","6.4",""
"2015","Continente","Percentage","Artificial land","5.3",""
"2012","Continente","Percentage","Artificial land","5.2",""
"2009","Continente","Percentage","Artificial land","5.1",""
"2018","Norte","Percentage","Artificial land","9.4",""
"2015","Norte","Percentage","Artificial land","7",""
"2012","Norte","Percentage","Artificial land","6.9",""
"2009","Norte","Percentage","Artificial land","6.8",""
"2018","Algarve","Percentage","Artificial land","6",""
"2015","Algarve","Percentage","Artificial land","6.7",""
"2012","Algarve","Percentage","Artificial land","6.2",""
"2009","Algarve","Percentage","Artificial land","5.7",""
"2018","Centro (PT)","Percentage","Artificial land","6.9",""
"2015","Centro (PT)","Percentage","Artificial land","6",""
"2012","Centro (PT)","Percentage","Artificial land","5.9",""
"2009","Centro (PT)","Percentage","Artificial land","5.8",""
"2018","Área Metropolitana de Lisboa","Percentage","Artificial land","18.9",""
"2015","Área Metropolitana de Lisboa","Percentage","Artificial land","15.8",""
"2012","Área Metropolitana de Lisboa","Percentage","Artificial land","15.4",""
"2009","Área Metropolitana de Lisboa","Percentage","Artificial land","14.6",""
"2018","Alentejo","Percentage","Artificial land","2.8",""
"2015","Alentejo","Percentage","Artificial land","2.5",""
"2012","Alentejo","Percentage","Artificial land","2.4",""
"2009","Alentejo","Percentage","Artificial land","2.3",""
"2018","Romania","Percentage","Artificial land","2.8",""
"2015","Romania","Percentage","Artificial land","2.2",""
"2012","Romania","Percentage","Artificial land","2",""
"2009","Romania","Percentage","Artificial land",":",""
"2018","Macroregiunea unu","Percentage","Artificial land","2.5",""
"2015","Macroregiunea unu","Percentage","Artificial land","1.8",""
"2012","Macroregiunea unu","Percentage","Artificial land","1.7",""
"2009","Macroregiunea unu","Percentage","Artificial land",":",""
"2018","Nord-Vest","Percentage","Artificial land","2.5",""
"2015","Nord-Vest","Percentage","Artificial land","2.1",""
"2012","Nord-Vest","Percentage","Artificial land","1.9",""
"2009","Nord-Vest","Percentage","Artificial land",":",""
"2018","Centru","Percentage","Artificial land","2.5",""
"2015","Centru","Percentage","Artificial land","1.5",""
"2012","Centru","Percentage","Artificial land","1.5",""
"2009","Centru","Percentage","Artificial land",":",""
"2018","Macroregiunea doi","Percentage","Artificial land","2.7",""
"2015","Macroregiunea doi","Percentage","Artificial land","2",""
"2012","Macroregiunea doi","Percentage","Artificial land","1.9",""
"2009","Macroregiunea doi","Percentage","Artificial land",":",""
"2018","Nord-Est","Percentage","Artificial land","2.7",""
"2015","Nord-Est","Percentage","Artificial land","2.2",""
"2012","Nord-Est","Percentage","Artificial land","2.1",""
"2009","Nord-Est","Percentage","Artificial land",":",""
"2018","Sud-Est","Percentage","Artificial land","2.7",""
"2015","Sud-Est","Percentage","Artificial land","1.8",""
"2012","Sud-Est","Percentage","Artificial land","1.7",""
"2009","Sud-Est","Percentage","Artificial land",":",""
